sample,mean_COI,median_COI,sd_COI,Quartile_0.025,Quartile_0.975,,region,country
PA0410-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0411-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0413-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0414-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0417-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0419-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0423-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0424-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0425-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0431-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0439-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0440-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0441-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0443-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0444-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0445-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0447-C,3,3,0,3,3,Ploidy2,West Africa,The Gambia
PA0449-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0450-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0453-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0454-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0455-C,1,1,0.47081,1,2,Ploidy2,West Africa,The Gambia
PA0456-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0457-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0458-C,3,3,0,3,3,Ploidy2,West Africa,The Gambia
PA0459-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0460-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0461-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0462-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0464-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0467-C,3,3,0,3,3,Ploidy2,West Africa,The Gambia
PA0468-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0469-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0470-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0471-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0472-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0473-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0474-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0477-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0478-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0479-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0480-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0482-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0484-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0486-C,4,4,0,4,4,Ploidy2,West Africa,The Gambia
PA0488-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0490-C,3,3,0,3,3,Ploidy2,West Africa,The Gambia
PA0491-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0494-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0496-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0497-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0500-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0502-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0505-C,4,4,0,4,4,Ploidy2,West Africa,The Gambia
PA0506-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0507-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0512-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0513-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0516-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0519-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0520-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0521-C,3,3,0,3,3,Ploidy2,West Africa,The Gambia
PA0522-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0524-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0532-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0534-C,3,3,0.48994,2,3,Ploidy2,West Africa,The Gambia
PA0537-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0540-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0541-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0542-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0544-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0550-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0551-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0554-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0558-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0561-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0562-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0563-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0564-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0572-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0575-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0576-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0577-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0582-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0585-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0586-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0593-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0594-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0597-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0599-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0600-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0603-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0604-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0605-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0606-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0610-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0611-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0612-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0613-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0615-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0617-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0618-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0619-C,3,3,0,3,3,Ploidy2,West Africa,The Gambia
PA0620-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0621-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0622-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0623-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0625-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0626-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0627-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0628-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0629-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0630-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0631-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0633-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0634-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0635-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0636-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0637-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0638-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0639-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0640-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0641-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0642-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0643-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0644-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0645-C,2,2,0,2,2,Ploidy2,West Africa,The Gambia
PA0648-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0649-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0651-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0653-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0654-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PA0655-C,1,1,0,1,1,Ploidy2,West Africa,The Gambia
PC0005-Cx,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0008-02,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0009-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0012-01,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0016-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0019-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0020-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0021-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0023-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0025-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0026-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0030-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0031-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0032-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0033-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0034-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0035-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0037-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0038-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0044-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0046-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0047-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0049-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0053-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0054-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0056-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0057-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0058-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0059-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0061-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0064-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0065-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0066-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0067-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0069-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0070-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0071-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0073-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0074-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0075-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0077-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0078-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0079-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0085-C,3,3,0,3,3,Ploidy2,East Africa,Kenya
PC0086-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0097-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0103-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0104-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0107-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0109-C,1,1,0.28958,1,2,Ploidy2,East Africa,Kenya
PC0112-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0113-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0118-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0122-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0169-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0172-C,2,2,0.32745,2,3,Ploidy2,East Africa,Kenya
PC0173-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0174-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0178-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0180-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0183-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0184-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0186-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0187-C,5,5,0,5,5,Ploidy2,East Africa,Kenya
PC0188-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0189-C,4,4,0.14346,4,4,Ploidy2,East Africa,Kenya
PC0191-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0193-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0197-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0198-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0199-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0200-C,3,3,0.12934,3,3,Ploidy2,East Africa,Kenya
PC0201-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0202-C,3,3,0,3,3,Ploidy2,East Africa,Kenya
PC0206-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0208-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0209-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0213-C,4,4,0,4,4,Ploidy2,East Africa,Kenya
PC0220-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0229-C,3,3,0,3,3,Ploidy2,East Africa,Kenya
PC0231-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0232-C,4,4,0,4,4,Ploidy2,East Africa,Kenya
PC0233-C,4,4,0,4,4,Ploidy2,East Africa,Kenya
PC0236-C,3,3,0.45399,2,3,Ploidy2,East Africa,Kenya
PC0245-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0246-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0252-C,3,3,0.36955,2,3,Ploidy2,East Africa,Kenya
PC0254-C,3,3,0,3,3,Ploidy2,East Africa,Kenya
PC0255-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0256-C,4,4,0,4,4,Ploidy2,East Africa,Kenya
PC0257-C,5,5,0,5,5,Ploidy2,East Africa,Kenya
PC0258-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0259-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0262-C,3,3,0,3,3,Ploidy2,East Africa,Kenya
PC0263-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0268-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0269-C,3,3,0.49989,3,4,Ploidy2,East Africa,Kenya
PC0273-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0276-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0277-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0278-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0282-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0287-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0288-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0293-C,2,2,0.4273,2,3,Ploidy2,East Africa,Kenya
PC0295-C,4,4,0,4,4,Ploidy2,East Africa,Kenya
PC0296-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0301-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0302-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0305-C,2,2,0,2,2,Ploidy2,East Africa,Kenya
PC0311-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0314-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0318-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0337-C,1,1,0,1,1,Ploidy2,East Africa,Kenya
PC0352-C,2,2,0.23574,2,3,Ploidy2,East Africa,Kenya
PD0009-01,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0031-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0032-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0034-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0038-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0040-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0041-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0042-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0043-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0044-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0045-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0046-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0047-C,10,10,7.49227,1,23,Ploidy2,South East Asia West,Thailand
PD0048-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0050-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0051-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0052-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0053-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0054-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0055-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0056-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0057-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0058-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0059-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0061-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0062-C,1,1,0.25358,1,2,Ploidy2,South East Asia West,Thailand
PD0064-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0065-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0066-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0068-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0069-C,1,1,0.38101,1,2,Ploidy2,South East Asia West,Thailand
PD0070-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0071-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0072-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0073-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0074-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0075-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0076-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0077-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0078-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0079-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0080-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0081-C,1,1,0.42104,1,2,Ploidy2,South East Asia West,Thailand
PD0082-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0083-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0084-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0085-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0086-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0087-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0088-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0089-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0090-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0091-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0092-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0093-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0094-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0095-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0096-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0097-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0098-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0101-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0102-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0103-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0104-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0105-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0106-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0107-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0109-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0110-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0111-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0112-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0115-Cx,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0116-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0117-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0118-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0119-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0121-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0122-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0123-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0124-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0125-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0126-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0127-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0128-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0129-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0130-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0131-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0132-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0133-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0134-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0135-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0136-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0138-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0139-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0140-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0141-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0142-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0143-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0144-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0145-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0146-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0147-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0148-C,1,1,0.03162,1,1,Ploidy2,South East Asia West,Thailand
PD0149-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0150-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0151-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0152-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0153-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0154-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0155-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0156-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0157-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0158-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0159-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0161-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0162-CW,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0163-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0164-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0458-Cx,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0459-Cx,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0460-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0461-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0462-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0463-Cx,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0464-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0465-Cx,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0466-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0467-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0468-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0469-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0470-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0471-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0472-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0473-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0474-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0475-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0476-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0477-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0478-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0479-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0480-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0481-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0482-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0483-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0484-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0485-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD0487-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD0488-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
